STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1973,,1.35,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1974,,1.42,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1975,,1.48,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1976,,1.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1977,,1.65,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1978,,1.85,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1979,,1.78,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1980,,1.85,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1981,,1.86,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1982,,1.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1983,,1.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1985,,1.91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1986,,2.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1987,,2.06,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1988,,2.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1989,,2.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1990,,2.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1992,,2.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1993,,2.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1994,,2.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1995,,2.48,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1996,,2.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1997,,2.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1998,,2.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1999,,2.45,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,2000,,2.49,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,2001,,2.56,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,2002,,2.56,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,2003,,2.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,2004,,2.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,2005,,2.78,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,2006,,2.84,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,2007,,3.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,2008,,3.02,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUS,Australia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,2009,,3.12,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1960,,1.59,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1961,,1.58,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1962,,1.57,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1963,,1.56,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1964,,1.56,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1965,,1.56,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1966,,1.57,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1967,,1.58,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1968,,1.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1969,,1.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1970,,1.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1971,,1.7,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1972,,1.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1973,,1.76,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1974,,1.81,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1975,,1.87,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1976,,1.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1977,,2.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1978,,2.07,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1979,,2.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1980,,2.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1981,,2.27,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1982,,2.33,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1983,,2.42,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1984,,2.5,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1985,,2.57,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1986,,2.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1987,,2.7,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1988,,2.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1989,,2.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1990,,3.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1991,,3.09,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_PHYS(1.0),Physicians,I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,PHYS,Physicians,_Z,Not applicable,P,Practicing,_Z,Not applicable,1992,,3.21,,,,,,,,,,,,,
